customer_id,email,first_name,last_name,country,city,signup_date,acquisition_channel,segment,age,is_subscribed,total_orders,total_revenue,avg_order_value,first_order,last_order,ltv,days_active,order_freq_days,churned,cohort_month
19,manuel01@example.net,Audrey,Nichols,India,East Robertburgh,2023-03-27,referral,budget,22,True,0,0.0,,,,,,,True,
20,osbornrandy@example.com,Jacob,Curry,Australia,Nancytown,2022-09-29,referral,regular,42,False,3,7777.280000000001,2592.43,2023-02-13,2024-02-16,7777.28,368.0,184.0,False,2023-02
21,ashley15@example.com,Shawn,Davidson,India,Smallberg,2023-10-04,organic_search,regular,36,False,0,0.0,,,,,,,True,
22,znelson@example.org,Mark,Simon,UK,Jennifertown,2024-02-04,organic_search,budget,37,False,0,0.0,,,,,,,True,
23,krystal93@example.org,Cheryl,Fowler,USA,Wilcoxhaven,2022-02-17,organic_search,regular,61,False,1,15091.73,15091.73,2022-06-13,2022-06-13,15091.73,0.0,,True,2022-06
24,christopher12@example.org,Thomas,Boyle,UK,West Patrickmouth,2022-06-24,paid_search,budget,32,True,1,3625.4,3625.4,2023-03-18,2023-03-18,3625.4,0.0,,True,2023-03
25,stephanie49@example.net,Ashley,Green,USA,Heatherton,2022-09-18,paid_search,regular,22,True,0,0.0,,,,,,,True,
26,marshallerik@example.net,Wayne,Jacobson,UK,Hannahport,2022-12-20,paid_search,vip,42,False,36,64718.72,1797.74,2022-12-23,2024-03-29,64718.72,462.0,13.2,False,2022-12
27,christina32@example.com,Eric,Adkins,Singapore,Robertside,2022-04-20,paid_search,budget,60,True,1,111.6,111.6,2024-03-13,2024-03-13,111.6,0.0,,False,2024-03
28,ztodd@example.net,Margaret,Gill,India,New Seanstad,2022-01-09,social_media,regular,36,False,0,0.0,,,,,,,True,
29,starkdaniel@example.net,Rebecca,Harris,UK,East Mark,2022-08-24,social_media,regular,60,False,8,12890.05,1611.26,2022-12-24,2024-03-13,12890.05,445.0,63.6,False,2022-12
30,nwilson@example.net,Brandy,Davis,India,Stokesmouth,2022-05-21,paid_search,regular,64,True,1,714.81,714.81,2022-07-24,2022-07-24,714.81,0.0,,True,2022-07
31,williambryant@example.org,Angelica,Chambers,Germany,Jenniferfurt,2022-10-30,referral,regular,50,False,0,0.0,,,,,,,True,
32,lisa39@example.org,Brandon,Cooper,Australia,New Virginialand,2022-06-18,email_campaign,budget,25,True,0,0.0,,,,,,,True,
33,ajohnson@example.org,Kayla,Cannon,Germany,Brooksfurt,2022-03-19,influencer,budget,53,True,0,0.0,,,,,,,True,
34,ykane@example.com,Christopher,Brandt,UK,Lake Michelle,2023-02-09,social_media,budget,58,False,0,0.0,,,,,,,True,
35,whiteamanda@example.net,David,Irwin,Singapore,Port Andrewport,2022-04-21,paid_search,regular,59,True,2,5844.61,2922.3,2022-07-16,2024-02-06,5844.61,570.0,570.0,False,2022-07
36,inunez@example.com,Amanda,Morrow,India,South Michael,2023-04-21,direct,premium,49,True,10,28957.95,2895.8,2023-06-02,2023-12-06,28957.95,187.0,20.8,True,2023-06
37,jacob10@example.net,Robert,Miranda,UK,East Jamieville,2022-08-29,email_campaign,premium,44,True,2,524.48,262.24,2022-08-29,2022-09-01,524.48,3.0,3.0,True,2022-08
38,griffinemily@example.org,John,Williams,USA,Youngborough,2024-01-15,paid_search,budget,20,False,1,66.55,66.55,2024-02-01,2024-02-01,66.55,0.0,,False,2024-02
39,taylorvictoria@example.org,Lisa,Dennis,India,Barbaramouth,2022-08-11,email_campaign,regular,59,True,1,598.06,598.06,2022-08-23,2022-08-23,598.06,0.0,,True,2022-08
40,kevinthomas@example.net,Adriana,Gutierrez,Australia,Bruceshire,2023-02-12,organic_search,budget,58,True,0,0.0,,,,,,,True,
41,conniesimmons@example.com,Brandon,Cooper,Germany,Floydmouth,2022-01-22,organic_search,budget,53,True,1,2073.16,2073.16,2022-05-13,2022-05-13,2073.16,0.0,,True,2022-05
42,trussell@example.com,Ivan,Medina,Germany,Port Jeremiah,2022-08-10,social_media,premium,27,False,18,33207.89,1844.88,2022-08-26,2024-02-16,33207.89,539.0,31.7,False,2022-08
43,lindamelendez@example.net,Robert,Butler,India,South John,2023-07-08,organic_search,budget,33,True,3,1672.41,557.47,2023-07-12,2023-08-16,1672.41,35.0,17.5,True,2023-07
44,markmiller@example.com,Melanie,Davis,USA,North Joseph,2022-01-17,email_campaign,budget,41,True,0,0.0,,,,,,,True,
45,russojacob@example.net,Jennifer,Hansen,Germany,Clarkmouth,2022-04-22,direct,regular,37,True,0,0.0,,,,,,,True,
46,susan03@example.org,Suzanne,Wilson,UK,Rochaborough,2022-02-01,paid_search,budget,22,False,0,0.0,,,,,,,True,
47,jherman@example.com,Kimberly,James,UK,Kylestad,2022-11-26,social_media,regular,56,True,2,1925.2600000000002,962.63,2022-11-30,2022-12-02,1925.26,2.0,2.0,True,2022-11
48,zowens@example.net,Terrance,Franco,India,West Lawrence,2023-04-10,social_media,regular,53,False,1,1658.38,1658.38,2024-02-10,2024-02-10,1658.38,0.0,,False,2024-02
49,hartjeffrey@example.org,Allen,Tran,Australia,Phillipsborough,2022-08-09,paid_search,regular,38,True,1,2863.84,2863.84,2022-09-10,2022-09-10,2863.84,0.0,,True,2022-09
50,jerry93@example.com,Andrea,Harding,USA,Jonathanfort,2023-11-13,organic_search,budget,45,True,0,0.0,,,,,,,True,
51,umurray@example.com,Gary,Cortez,Singapore,Whiteside,2024-01-27,social_media,regular,44,True,1,246.05,246.05,2024-03-22,2024-03-22,246.05,0.0,,False,2024-03
52,warrenmary@example.org,Sierra,Barnett,India,South Derrickbury,2023-11-13,paid_search,premium,24,True,1,1125.79,1125.79,2023-11-18,2023-11-18,1125.79,0.0,,True,2023-11
53,mannalbert@example.net,Stephen,Brown,USA,Hopkinstown,2022-08-06,social_media,budget,35,True,0,0.0,,,,,,,True,
54,patelrobert@example.org,Alyssa,Hill,UK,Andrechester,2023-03-16,social_media,premium,41,False,5,24748.69,4949.74,2023-06-01,2024-02-17,24748.69,261.0,65.2,False,2023-06
55,danieldavis@example.org,John,Harvey,India,Lisaview,2023-12-12,paid_search,budget,41,False,4,9595.65,2398.91,2023-12-18,2024-03-03,9595.65,76.0,25.3,False,2023-12
56,zmiller@example.com,Annette,Branch,Singapore,West Gabriella,2023-08-03,organic_search,regular,42,True,0,0.0,,,,,,,True,
57,valdezmichele@example.org,Clayton,Gray,Singapore,Browntown,2022-12-16,social_media,budget,27,True,3,8124.8099999999995,2708.27,2022-12-24,2024-01-25,8124.81,397.0,198.5,False,2022-12
58,christopherbruce@example.net,Kristen,Knight,USA,New Samanthabury,2023-09-25,social_media,budget,31,False,1,3599.38,3599.38,2023-12-02,2023-12-02,3599.38,0.0,,True,2023-12
59,rachelschwartz@example.net,Thomas,Williams,USA,Lake Saraside,2022-04-27,social_media,regular,32,True,1,5444.38,5444.38,2022-04-28,2022-04-28,5444.38,0.0,,True,2022-04
60,whitemelissa@example.org,Suzanne,Matthews,Germany,Hickmanport,2023-09-06,email_campaign,budget,25,True,1,316.23,316.23,2023-10-29,2023-10-29,316.23,0.0,,True,2023-10
61,anneknight@example.com,Erica,Fernandez,India,Camposberg,2024-02-04,social_media,regular,40,True,3,3306.31,1102.1,2024-02-05,2024-03-04,3306.31,28.0,14.0,False,2024-02
63,anthony47@example.com,Jeremy,Tran,India,Reynoldsshire,2023-10-18,referral,regular,62,False,1,4739.07,4739.07,2023-12-04,2023-12-04,4739.07,0.0,,True,2023-12
64,nmiller@example.com,Lauren,Marquez,USA,West Ericberg,2022-04-01,organic_search,regular,65,True,0,0.0,,,,,,,True,
65,gstewart@example.org,Adam,Parker,USA,Kathleenville,2022-12-08,organic_search,premium,40,False,1,831.79,831.79,2023-10-12,2023-10-12,831.79,0.0,,True,2023-10
66,christopherjordan@example.net,Angela,Russell,India,North Michaelland,2023-10-23,social_media,premium,59,True,1,978.52,978.52,2024-01-22,2024-01-22,978.52,0.0,,False,2024-01
67,michelle04@example.com,Paul,Miller,USA,New Adriana,2023-10-06,direct,regular,58,False,0,0.0,,,,,,,True,
68,rjackson@example.com,Joseph,Thomas,India,South Joshua,2022-11-27,paid_search,premium,35,True,2,7557.95,3778.98,2022-12-09,2022-12-21,7557.95,12.0,12.0,True,2022-12
69,todd15@example.com,Sheryl,Le,India,Wheelerborough,2022-12-27,referral,regular,23,True,1,3507.15,3507.15,2023-06-09,2023-06-09,3507.15,0.0,,True,2023-06
70,trodriguez@example.org,Stacy,Cook,Germany,Brockmouth,2023-06-04,organic_search,regular,54,False,1,154.79,154.79,2023-11-19,2023-11-19,154.79,0.0,,True,2023-11
71,pcook@example.net,Derek,Flores,USA,South Leon,2022-11-26,referral,regular,63,True,1,239.39,239.39,2023-01-18,2023-01-18,239.39,0.0,,True,2023-01
72,snovak@example.net,Heather,Henry,USA,West Nicholas,2023-10-24,social_media,budget,41,False,0,0.0,,,,,,,True,
73,kdiaz@example.org,Brittany,Gardner,Germany,Lake Stevenborough,2023-02-01,social_media,regular,24,True,6,10939.66,1823.28,2023-03-17,2023-12-08,10939.66,266.0,53.2,True,2023-03
74,ssalinas@example.org,Lori,Flynn,Canada,Chambersberg,2023-01-31,referral,budget,55,False,1,2099.57,2099.57,2023-03-04,2023-03-04,2099.57,0.0,,True,2023-03
75,john26@example.com,Charles,Ewing,India,Aguilarside,2022-12-25,email_campaign,regular,53,True,1,315.01,315.01,2023-05-20,2023-05-20,315.01,0.0,,True,2023-05
76,ystephens@example.com,Jacqueline,Burnett,Germany,North Kaylastad,2022-12-03,email_campaign,premium,59,False,26,62261.32,2394.67,2022-12-03,2024-02-21,62261.32,445.0,17.8,False,2022-12
77,deborahwilliams@example.net,Erica,Ross,India,Tammychester,2023-06-05,direct,regular,32,False,4,4544.7,1136.18,2023-08-16,2024-03-25,4544.7,222.0,74.0,False,2023-08
78,smithjonathan@example.net,Julie,Grant,Germany,South Neil,2022-06-08,referral,budget,20,False,0,0.0,,,,,,,True,
79,lbarton@example.net,Vincent,Cooper,India,South Danchester,2024-02-24,email_campaign,regular,28,False,0,0.0,,,,,,,True,
80,wilsonshelia@example.org,Michael,Cooper,USA,New Timothy,2022-02-14,paid_search,regular,46,True,1,1410.7,1410.7,2024-01-09,2024-01-09,1410.7,0.0,,False,2024-01
81,udavis@example.net,Shaun,Jones,Australia,Port Jennifertown,2022-09-02,paid_search,regular,46,True,1,578.43,578.43,2022-10-18,2022-10-18,578.43,0.0,,True,2022-10
82,deborah23@example.net,Greg,Moore,India,Mullenbury,2022-10-16,organic_search,premium,34,True,0,0.0,,,,,,,True,
83,lsoto@example.net,Diane,Foster,Australia,South Brittany,2023-05-08,referral,premium,28,True,4,14166.3,3541.58,2023-07-09,2024-03-13,14166.3,248.0,82.7,False,2023-07
84,nsmith@example.org,Joshua,Padilla,India,New Cristianside,2023-06-10,paid_search,budget,19,True,1,966.01,966.01,2023-07-16,2023-07-16,966.01,0.0,,True,2023-07
85,michaelgonzalez@example.org,Jose,Huffman,USA,Candicefurt,2023-02-10,organic_search,regular,63,True,1,76.67,76.67,2023-02-13,2023-02-13,76.67,0.0,,True,2023-02
86,baileymegan@example.net,Gerald,Nunez,UK,Samanthashire,2022-05-30,organic_search,budget,46,True,1,306.82,306.82,2023-06-07,2023-06-07,306.82,0.0,,True,2023-06
87,powerslawrence@example.org,Kevin,White,Singapore,New Paul,2022-03-23,social_media,budget,36,True,2,13785.77,6892.88,2023-09-19,2023-09-22,13785.77,3.0,3.0,True,2023-09
88,baileyhenderson@example.com,Cynthia,Steele,USA,New Garrett,2022-05-05,organic_search,budget,56,True,1,2473.84,2473.84,2022-05-28,2022-05-28,2473.84,0.0,,True,2022-05
89,donald57@example.net,Brian,Howard,USA,South Derrickfurt,2023-10-10,social_media,regular,44,True,0,0.0,,,,,,,True,
90,fortiz@example.com,Jennifer,Wallace,USA,North Ariana,2023-11-16,social_media,budget,53,True,0,0.0,,,,,,,True,
91,kellyhill@example.net,Keith,Norman,Germany,Dunnville,2023-04-27,paid_search,budget,33,False,0,0.0,,,,,,,True,
92,adamsamy@example.com,Amber,Sherman,India,Paynechester,2023-10-06,paid_search,budget,59,True,4,4692.38,1173.1,2023-12-10,2024-03-22,4692.38,103.0,34.3,False,2023-12
93,fitzgeralddesiree@example.org,Kenneth,Kidd,Australia,Bakerland,2023-12-03,organic_search,regular,47,True,5,9502.46,1900.49,2023-12-18,2024-02-15,9502.46,59.0,14.8,False,2023-12
94,hgrimes@example.org,Jason,Rojas,Canada,Michellechester,2022-07-26,social_media,budget,52,True,0,0.0,,,,,,,True,
95,christinaglover@example.org,Linda,Hudson,Germany,Candiceburgh,2022-02-07,referral,premium,25,False,1,500.54,500.54,2022-02-17,2022-02-17,500.54,0.0,,True,2022-02
96,tiffany44@example.net,Joseph,Hodge,USA,East Sydneychester,2023-03-24,influencer,premium,49,True,4,8253.48,2063.37,2023-06-21,2024-01-17,8253.48,210.0,70.0,False,2023-06
97,riddlemichelle@example.org,Jacqueline,Anderson,USA,Lake Marc,2023-06-16,influencer,budget,36,True,0,0.0,,,,,,,True,
98,kathleenlowe@example.com,Douglas,Chen,UK,Brooksland,2022-03-23,organic_search,regular,46,True,3,10720.72,3573.57,2022-04-01,2022-04-07,10720.72,6.0,3.0,True,2022-04
99,powellkara@example.net,Sharon,Wood,Germany,Murphytown,2022-12-28,organic_search,regular,43,True,1,2349.9,2349.9,2023-01-05,2023-01-05,2349.9,0.0,,True,2023-01
100,simonstephen@example.net,Heidi,Horn,UK,Robinsonchester,2024-02-07,email_campaign,regular,41,True,3,6136.179999999999,2045.39,2024-02-19,2024-03-06,6136.18,16.0,8.0,False,2024-02
101,troymorris@example.com,Matthew,Lane,UK,Kramerton,2023-10-23,social_media,regular,41,True,2,9219.01,4609.5,2023-10-30,2023-11-04,9219.01,5.0,5.0,True,2023-10
102,garciakristen@example.com,Allen,Noble,UK,South Stephen,2022-03-20,organic_search,regular,65,True,8,40114.53,5014.32,2022-04-17,2023-12-08,40114.53,600.0,85.7,True,2022-04
103,sharris@example.org,Nicole,Turner,India,Clarencestad,2023-06-15,paid_search,regular,36,False,1,2965.92,2965.92,2023-10-05,2023-10-05,2965.92,0.0,,True,2023-10
104,christopher20@example.com,Connie,Barber,India,South Diana,2023-05-18,email_campaign,budget,61,False,2,5772.290000000001,2886.15,2023-06-16,2023-07-23,5772.29,37.0,37.0,True,2023-06
105,smiththomas@example.org,Brittney,Stone,India,Smithmouth,2022-11-24,paid_search,regular,63,False,1,1695.04,1695.04,2024-01-13,2024-01-13,1695.04,0.0,,False,2024-01
106,mcneilrobert@example.org,Tim,Perez,Singapore,Lake Lindaville,2023-10-16,email_campaign,budget,49,True,0,0.0,,,,,,,True,
107,michael42@example.com,Kiara,Mullins,India,Lake Victoria,2023-07-22,referral,regular,43,False,1,36.96,36.96,2023-10-29,2023-10-29,36.96,0.0,,True,2023-10
108,caseyelliott@example.net,Debra,Alexander,USA,Lake Kaitlin,2024-01-07,organic_search,regular,22,True,0,0.0,,,,,,,True,
109,cjensen@example.org,Christopher,Garcia,USA,New Jessicastad,2023-11-28,social_media,regular,26,True,3,1131.3899999999999,377.13,2023-11-29,2023-12-20,1131.39,21.0,10.5,True,2023-11
110,iedwards@example.org,Joshua,Miller,India,Kimberlytown,2022-02-26,direct,premium,51,False,2,2937.44,1468.72,2023-02-14,2024-02-17,2937.44,368.0,368.0,False,2023-02
111,jamie98@example.org,Julie,Phillips,India,Port Rachaelbury,2022-03-22,paid_search,budget,50,True,1,457.9,457.9,2023-07-02,2023-07-02,457.9,0.0,,True,2023-07
112,pcruz@example.com,Danielle,Jones,Germany,West Sarahberg,2023-08-30,social_media,premium,54,True,1,3343.62,3343.62,2023-11-08,2023-11-08,3343.62,0.0,,True,2023-11
113,kvalencia@example.com,Michael,Vega,India,Bestland,2022-01-30,organic_search,budget,57,True,1,1235.42,1235.42,2022-02-06,2022-02-06,1235.42,0.0,,True,2022-02
114,matthewsalexander@example.org,Bill,Brown,India,Hunterhaven,2023-05-25,organic_search,premium,43,True,4,8874.47,2218.62,2023-05-30,2023-08-01,8874.47,63.0,21.0,True,2023-05
115,zhenderson@example.org,Danielle,Medina,USA,West Christopher,2022-03-16,paid_search,regular,63,True,0,0.0,,,,,,,True,
116,dixonjames@example.org,Amanda,Myers,USA,West Hollybury,2022-12-20,paid_search,vip,35,True,5,1550.69,310.14,2023-01-03,2024-02-01,1550.69,394.0,98.5,False,2023-01
117,sanchezsandy@example.org,Shawn,Lynch,UK,Elizabethburgh,2022-05-25,organic_search,budget,28,False,0,0.0,,,,,,,True,
118,smithderrick@example.org,Frank,Benton,Singapore,Garyberg,2023-08-15,paid_search,regular,49,True,1,550.75,550.75,2023-09-11,2023-09-11,550.75,0.0,,True,2023-09
119,jessica10@example.com,Lindsay,Nelson,USA,West Jennifershire,2023-02-07,organic_search,regular,59,False,3,9387.59,3129.2,2023-06-27,2024-02-23,9387.59,241.0,120.5,False,2023-06
120,crawfordwilliam@example.org,Victor,Bradley,Canada,Ericville,2022-10-20,email_campaign,regular,41,True,1,1457.44,1457.44,2023-07-31,2023-07-31,1457.44,0.0,,True,2023-07
121,perezwilliam@example.org,Michele,Smith,India,South Michaelberg,2022-02-22,social_media,regular,35,False,1,360.9,360.9,2022-12-29,2022-12-29,360.9,0.0,,True,2022-12
122,sarahmathews@example.net,Linda,Klein,USA,Walkerbury,2023-10-01,email_campaign,regular,41,False,3,14656.490000000002,4885.5,2023-11-15,2024-01-20,14656.49,66.0,33.0,False,2023-11
123,umoon@example.com,Margaret,Duncan,India,New Emilyton,2022-07-23,email_campaign,regular,51,True,5,17578.24,3515.65,2022-08-03,2022-08-18,17578.24,15.0,3.8,True,2022-08
124,jeffreyblack@example.org,Stephanie,Jones,India,Clineport,2023-09-13,paid_search,premium,37,True,0,0.0,,,,,,,True,
125,christopher70@example.com,James,Elliott,India,Jodibury,2023-06-04,referral,premium,61,True,4,3937.4399999999996,984.36,2023-06-07,2023-07-03,3937.44,26.0,8.7,True,2023-06
126,frichardson@example.org,Jessica,Payne,UK,East Adam,2023-03-03,organic_search,regular,59,False,1,2386.81,2386.81,2024-01-18,2024-01-18,2386.81,0.0,,False,2024-01
127,ijohnson@example.com,Cynthia,Steele,India,West Aaronfurt,2023-08-16,social_media,regular,42,True,3,10025.33,3341.78,2023-08-17,2023-10-10,10025.33,54.0,27.0,True,2023-08
128,dalton83@example.com,Travis,Brown,India,Lake Joshua,2023-11-29,paid_search,budget,44,False,2,1585.71,792.86,2023-12-06,2023-12-27,1585.71,21.0,21.0,True,2023-12
129,morsephyllis@example.net,Robert,Huang,Australia,Villegasland,2023-02-25,email_campaign,regular,51,True,0,0.0,,,,,,,True,
130,wagnerdana@example.com,Charles,Bradley,Singapore,Batesberg,2022-11-29,paid_search,vip,52,True,12,15870.880000000001,1322.57,2022-11-30,2023-01-07,15870.88,38.0,3.5,True,2022-11
131,kellyrosales@example.com,Jaclyn,Moss,India,Shawnbury,2024-03-01,paid_search,premium,35,True,3,3034.46,1011.49,2024-03-17,2024-03-23,3034.46,6.0,3.0,False,2024-03
132,hardingderek@example.net,Daniel,Garcia,UK,Owenschester,2022-08-19,email_campaign,premium,48,True,6,7338.679999999999,1223.11,2022-09-18,2023-11-14,7338.68,422.0,84.4,True,2022-09
133,herreratami@example.org,Shannon,Ford,USA,North Ericport,2024-01-09,influencer,budget,27,True,0,0.0,,,,,,,True,
134,lewismelissa@example.org,Christopher,Wright,UK,Randyton,2022-10-22,email_campaign,vip,52,True,16,33892.72,2118.3,2022-11-05,2024-03-25,33892.72,506.0,33.7,False,2022-11
135,jorge20@example.com,Melissa,Hawkins,USA,North Steven,2023-07-30,organic_search,regular,51,True,0,0.0,,,,,,,True,
136,davidbrown@example.org,David,Colon,India,Ginaland,2022-08-27,email_campaign,budget,41,True,1,7571.84,7571.84,2022-09-09,2022-09-09,7571.84,0.0,,True,2022-09
137,samantha10@example.org,James,Brewer,USA,North Rebecca,2022-06-11,organic_search,regular,38,True,1,1626.54,1626.54,2022-07-10,2022-07-10,1626.54,0.0,,True,2022-07
138,david70@example.org,Sandra,Hamilton,USA,Crawfordfurt,2022-03-02,email_campaign,premium,29,True,8,29532.82,3691.6,2022-03-15,2023-11-23,29532.82,618.0,88.3,True,2022-03
139,nthompson@example.org,Joshua,Griffin,Germany,North Christina,2022-06-30,organic_search,premium,36,False,5,12799.68,2559.94,2022-08-22,2023-11-29,12799.68,464.0,116.0,True,2022-08
140,deborahporter@example.net,Timothy,Miller,India,Taylorborough,2022-01-10,paid_search,budget,51,True,0,0.0,,,,,,,True,
141,crystalpham@example.org,Veronica,Casey,India,Timothyfort,2022-05-18,organic_search,premium,34,False,3,4015.8199999999997,1338.61,2022-10-06,2024-02-27,4015.82,509.0,254.5,False,2022-10
142,roberta85@example.com,Joseph,Johnson,Germany,North Paula,2022-01-15,organic_search,regular,43,False,1,1795.74,1795.74,2023-12-08,2023-12-08,1795.74,0.0,,True,2023-12
143,brian78@example.com,Katie,Key,Singapore,North John,2023-06-12,paid_search,regular,18,True,2,1690.55,845.28,2023-07-15,2023-10-20,1690.55,97.0,97.0,True,2023-07
144,josephvelasquez@example.net,Brian,Davies,USA,New Meghan,2022-08-30,social_media,regular,41,False,1,1466.06,1466.06,2022-08-31,2022-08-31,1466.06,0.0,,True,2022-08
145,lkelly@example.org,Joel,Stewart,UK,Robintown,2022-03-05,direct,regular,37,False,1,1735.72,1735.72,2024-02-29,2024-02-29,1735.72,0.0,,False,2024-02
146,stacey92@example.net,Stacy,Copeland,India,Weaverburgh,2023-10-17,organic_search,premium,65,False,1,416.82,416.82,2023-11-04,2023-11-04,416.82,0.0,,True,2023-11
147,djohnson@example.org,Carolyn,Smith,USA,Smithborough,2023-01-18,social_media,regular,33,False,8,24999.41,3124.93,2023-01-19,2024-03-23,24999.41,429.0,61.3,False,2023-01
148,matthewthompson@example.com,Brian,Hernandez,UK,Port Daniel,2023-09-03,organic_search,premium,21,False,4,17351.26,4337.81,2023-09-12,2023-09-29,17351.26,17.0,5.7,True,2023-09
149,susan56@example.net,Craig,Turner,Australia,East Jessica,2023-06-02,paid_search,budget,63,True,1,812.62,812.62,2023-06-16,2023-06-16,812.62,0.0,,True,2023-06
150,fconner@example.net,Logan,Mann,India,Jeffreyshire,2022-04-04,paid_search,premium,53,True,3,5038.58,1679.53,2022-10-12,2023-03-05,5038.58,144.0,72.0,True,2022-10
151,nicholasgross@example.com,David,Daniel,Germany,Rosalesshire,2022-11-12,social_media,regular,41,True,5,4391.34,878.27,2022-12-06,2024-02-28,4391.34,449.0,112.2,False,2022-12
152,whitelucas@example.net,Jeffrey,Cunningham,Singapore,Taylorland,2022-03-07,paid_search,regular,29,False,1,3188.61,3188.61,2022-04-22,2022-04-22,3188.61,0.0,,True,2022-04
153,michaelflores@example.net,Nicole,Davis,USA,Seanview,2024-02-24,referral,regular,42,True,1,243.65,243.65,2024-03-22,2024-03-22,243.65,0.0,,False,2024-03
154,johnjones@example.com,Kristin,Le,Australia,South Samuelchester,2023-12-01,organic_search,vip,43,True,2,17380.02,8690.01,2024-01-10,2024-02-16,17380.02,37.0,37.0,False,2024-01
155,nicolesnyder@example.com,Michael,Bennett,Singapore,Kramershire,2024-01-16,paid_search,vip,45,True,5,8910.02,1782.0,2024-02-14,2024-03-20,8910.02,35.0,8.8,False,2024-02
156,franciscojones@example.org,Kenneth,Flores,Canada,North Matthewfurt,2022-08-24,email_campaign,budget,60,True,0,0.0,,,,,,,True,
157,jessicapayne@example.org,Matthew,Galloway,India,Bushchester,2024-02-24,social_media,premium,61,False,4,2876.02,719.0,2024-02-24,2024-03-23,2876.02,28.0,9.3,False,2024-02
158,catherinehamilton@example.org,Craig,Harris,USA,South Heidi,2022-02-19,email_campaign,budget,26,True,0,0.0,,,,,,,True,
159,donna43@example.org,Brandon,Armstrong,USA,Hernandezstad,2022-10-24,email_campaign,budget,33,True,1,2545.97,2545.97,2022-12-31,2022-12-31,2545.97,0.0,,True,2022-12
160,pattersonkelly@example.net,Colleen,Castillo,India,North Jamieport,2022-05-27,social_media,vip,65,False,0,0.0,,,,,,,True,
161,wellsdarrell@example.com,Thomas,Jacobson,India,Christopherside,2023-10-04,social_media,regular,51,True,5,25385.059999999998,5077.01,2023-10-04,2023-10-07,25385.06,3.0,0.8,True,2023-10
